Date_reported,Country_code,Country,Continent,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2023-07-09,TG,Togo,Africa,AFRO,,39506,,290
2023-07-16,TG,Togo,Africa,AFRO,1.0,39507,,290
2023-07-23,TG,Togo,Africa,AFRO,3.0,39510,,290
2023-07-30,TG,Togo,Africa,AFRO,,39510,,290
2023-08-06,TG,Togo,Africa,AFRO,1.0,39511,,290
2023-08-13,TG,Togo,Africa,AFRO,2.0,39513,,290
2023-08-20,TG,Togo,Africa,AFRO,,39513,,290
2023-08-27,TG,Togo,Africa,AFRO,1.0,39514,,290
2023-09-03,TG,Togo,Africa,AFRO,,39514,,290
2023-09-10,TG,Togo,Africa,AFRO,,39514,,290
2023-09-17,TG,Togo,Africa,AFRO,2.0,39516,,290
2023-09-24,TG,Togo,Africa,AFRO,2.0,39518,,290
2023-10-01,TG,Togo,Africa,AFRO,4.0,39522,,290
2023-10-08,TG,Togo,Africa,AFRO,2.0,39524,,290
2023-10-15,TG,Togo,Africa,AFRO,1.0,39525,,290
2023-10-22,TG,Togo,Africa,AFRO,2.0,39527,,290
2023-10-29,TG,Togo,Africa,AFRO,,39527,,290
2023-11-05,TG,Togo,Africa,AFRO,,39527,,290
2023-11-12,TG,Togo,Africa,AFRO,,39527,,290
2023-11-19,TG,Togo,Africa,AFRO,,39527,,290
2023-11-26,TG,Togo,Africa,AFRO,,39527,,290
2023-12-03,TG,Togo,Africa,AFRO,,39527,,290
2023-12-10,TG,Togo,Africa,AFRO,,39527,,290
2023-12-17,TG,Togo,Africa,AFRO,,39527,,290
2023-12-24,TG,Togo,Africa,AFRO,,39527,,290
2023-12-31,TG,Togo,Africa,AFRO,,39527,,290
2024-01-07,TG,Togo,Africa,AFRO,,39527,,290
2024-01-14,TG,Togo,Africa,AFRO,,39527,,290
2024-01-21,TG,Togo,Africa,AFRO,,39527,,290
2024-01-28,TG,Togo,Africa,AFRO,,39527,,290
2024-02-04,TG,Togo,Africa,AFRO,,39527,,290
2024-02-11,TG,Togo,Africa,AFRO,,39527,,290
2024-02-18,TG,Togo,Africa,AFRO,,39527,,290
2024-02-25,TG,Togo,Africa,AFRO,,39527,,290
2024-03-03,TG,Togo,Africa,AFRO,,39527,,290
2024-03-10,TG,Togo,Africa,AFRO,,39527,,290
2024-03-17,TG,Togo,Africa,AFRO,1.0,39528,,290
2024-03-24,TG,Togo,Africa,AFRO,,39528,,290
2024-03-31,TG,Togo,Africa,AFRO,,39528,,290
2024-04-07,TG,Togo,Africa,AFRO,1.0,39529,,290
2024-04-14,TG,Togo,Africa,AFRO,,39529,,290
2024-04-21,TG,Togo,Africa,AFRO,1.0,39530,,290
2024-04-28,TG,Togo,Africa,AFRO,,39530,,290
2024-05-05,TG,Togo,Africa,AFRO,,39530,,290
2024-05-12,TG,Togo,Africa,AFRO,,39530,,290
2024-05-19,TG,Togo,Africa,AFRO,,39530,,290
2024-05-26,TG,Togo,Africa,AFRO,,39530,,290
2024-06-02,TG,Togo,Africa,AFRO,,39530,,290
2024-06-09,TG,Togo,Africa,AFRO,,39530,,290
2024-06-16,TG,Togo,Africa,AFRO,,39530,,290
2024-06-23,TG,Togo,Africa,AFRO,,39530,,290
2024-06-30,TG,Togo,Africa,AFRO,,39530,,290
2024-07-07,TG,Togo,Africa,AFRO,,39530,,290
2024-07-14,TG,Togo,Africa,AFRO,,39530,,290
2024-07-21,TG,Togo,Africa,AFRO,,39530,,290
2024-07-28,TG,Togo,Africa,AFRO,,39530,,290
2024-08-04,TG,Togo,Africa,AFRO,,39530,,290
2024-08-11,TG,Togo,Africa,AFRO,,39530,,290
2024-08-18,TG,Togo,Africa,AFRO,,39530,,290
2024-08-25,TG,Togo,Africa,AFRO,,39530,,290
2024-09-01,TG,Togo,Africa,AFRO,,39530,,290
2020-01-05,TK,Tokelau,Oceania,WPRO,,0,,0
2020-01-12,TK,Tokelau,Oceania,WPRO,,0,,0
2020-01-19,TK,Tokelau,Oceania,WPRO,,0,,0
2020-01-26,TK,Tokelau,Oceania,WPRO,,0,,0
2020-02-02,TK,Tokelau,Oceania,WPRO,,0,,0
2020-02-09,TK,Tokelau,Oceania,WPRO,,0,,0
2020-02-16,TK,Tokelau,Oceania,WPRO,,0,,0
2020-02-23,TK,Tokelau,Oceania,WPRO,,0,,0
2020-03-01,TK,Tokelau,Oceania,WPRO,,0,,0
2020-03-08,TK,Tokelau,Oceania,WPRO,,0,,0
2020-03-15,TK,Tokelau,Oceania,WPRO,,0,,0
2020-03-22,TK,Tokelau,Oceania,WPRO,,0,,0
2020-03-29,TK,Tokelau,Oceania,WPRO,,0,,0
2020-04-05,TK,Tokelau,Oceania,WPRO,,0,,0
2020-04-12,TK,Tokelau,Oceania,WPRO,,0,,0
2020-04-19,TK,Tokelau,Oceania,WPRO,,0,,0
2020-04-26,TK,Tokelau,Oceania,WPRO,,0,,0
2020-05-03,TK,Tokelau,Oceania,WPRO,,0,,0
2020-05-10,TK,Tokelau,Oceania,WPRO,,0,,0
2020-05-17,TK,Tokelau,Oceania,WPRO,,0,,0
2020-05-24,TK,Tokelau,Oceania,WPRO,,0,,0
2020-05-31,TK,Tokelau,Oceania,WPRO,,0,,0
2020-06-07,TK,Tokelau,Oceania,WPRO,,0,,0
2020-06-14,TK,Tokelau,Oceania,WPRO,,0,,0
2020-06-21,TK,Tokelau,Oceania,WPRO,,0,,0
2020-06-28,TK,Tokelau,Oceania,WPRO,,0,,0
2020-07-05,TK,Tokelau,Oceania,WPRO,,0,,0
2020-07-12,TK,Tokelau,Oceania,WPRO,,0,,0
2020-07-19,TK,Tokelau,Oceania,WPRO,,0,,0
2020-07-26,TK,Tokelau,Oceania,WPRO,,0,,0
2020-08-02,TK,Tokelau,Oceania,WPRO,,0,,0
2020-08-09,TK,Tokelau,Oceania,WPRO,,0,,0
2020-08-16,TK,Tokelau,Oceania,WPRO,,0,,0
2020-08-23,TK,Tokelau,Oceania,WPRO,,0,,0
2020-08-30,TK,Tokelau,Oceania,WPRO,,0,,0
2020-09-06,TK,Tokelau,Oceania,WPRO,,0,,0
2020-09-13,TK,Tokelau,Oceania,WPRO,,0,,0
2020-09-20,TK,Tokelau,Oceania,WPRO,,0,,0
2020-09-27,TK,Tokelau,Oceania,WPRO,,0,,0
2020-10-04,TK,Tokelau,Oceania,WPRO,,0,,0
2020-10-11,TK,Tokelau,Oceania,WPRO,,0,,0
2020-10-18,TK,Tokelau,Oceania,WPRO,,0,,0
2020-10-25,TK,Tokelau,Oceania,WPRO,,0,,0
2020-11-01,TK,Tokelau,Oceania,WPRO,,0,,0
2020-11-08,TK,Tokelau,Oceania,WPRO,,0,,0
2020-11-15,TK,Tokelau,Oceania,WPRO,,0,,0
2020-11-22,TK,Tokelau,Oceania,WPRO,,0,,0
2020-11-29,TK,Tokelau,Oceania,WPRO,,0,,0
2020-12-06,TK,Tokelau,Oceania,WPRO,,0,,0
2020-12-13,TK,Tokelau,Oceania,WPRO,,0,,0
2020-12-20,TK,Tokelau,Oceania,WPRO,,0,,0
2020-12-27,TK,Tokelau,Oceania,WPRO,,0,,0
2021-01-03,TK,Tokelau,Oceania,WPRO,,0,,0
2021-01-10,TK,Tokelau,Oceania,WPRO,,0,,0
2021-01-17,TK,Tokelau,Oceania,WPRO,,0,,0
2021-01-24,TK,Tokelau,Oceania,WPRO,,0,,0
2021-01-31,TK,Tokelau,Oceania,WPRO,,0,,0
2021-02-07,TK,Tokelau,Oceania,WPRO,,0,,0
2021-02-14,TK,Tokelau,Oceania,WPRO,,0,,0
2021-02-21,TK,Tokelau,Oceania,WPRO,,0,,0
2021-02-28,TK,Tokelau,Oceania,WPRO,,0,,0
2021-03-07,TK,Tokelau,Oceania,WPRO,,0,,0
2021-03-14,TK,Tokelau,Oceania,WPRO,,0,,0
2021-03-21,TK,Tokelau,Oceania,WPRO,,0,,0
2021-03-28,TK,Tokelau,Oceania,WPRO,,0,,0
2021-04-04,TK,Tokelau,Oceania,WPRO,,0,,0
2021-04-11,TK,Tokelau,Oceania,WPRO,,0,,0
2021-04-18,TK,Tokelau,Oceania,WPRO,,0,,0
2021-04-25,TK,Tokelau,Oceania,WPRO,,0,,0
2021-05-02,TK,Tokelau,Oceania,WPRO,,0,,0
2021-05-09,TK,Tokelau,Oceania,WPRO,,0,,0
2021-05-16,TK,Tokelau,Oceania,WPRO,,0,,0
2021-05-23,TK,Tokelau,Oceania,WPRO,,0,,0
2021-05-30,TK,Tokelau,Oceania,WPRO,,0,,0
2021-06-06,TK,Tokelau,Oceania,WPRO,,0,,0
2021-06-13,TK,Tokelau,Oceania,WPRO,,0,,0
2021-06-20,TK,Tokelau,Oceania,WPRO,,0,,0
2021-06-27,TK,Tokelau,Oceania,WPRO,,0,,0
2021-07-04,TK,Tokelau,Oceania,WPRO,,0,,0
2021-07-11,TK,Tokelau,Oceania,WPRO,,0,,0
2021-07-18,TK,Tokelau,Oceania,WPRO,,0,,0
2021-07-25,TK,Tokelau,Oceania,WPRO,,0,,0
2021-08-01,TK,Tokelau,Oceania,WPRO,,0,,0
2021-08-08,TK,Tokelau,Oceania,WPRO,,0,,0
2021-08-15,TK,Tokelau,Oceania,WPRO,,0,,0
2021-08-22,TK,Tokelau,Oceania,WPRO,,0,,0
2021-08-29,TK,Tokelau,Oceania,WPRO,,0,,0
2021-09-05,TK,Tokelau,Oceania,WPRO,,0,,0
2021-09-12,TK,Tokelau,Oceania,WPRO,,0,,0
2021-09-19,TK,Tokelau,Oceania,WPRO,,0,,0
2021-09-26,TK,Tokelau,Oceania,WPRO,,0,,0
2021-10-03,TK,Tokelau,Oceania,WPRO,,0,,0
2021-10-10,TK,Tokelau,Oceania,WPRO,,0,,0
2021-10-17,TK,Tokelau,Oceania,WPRO,,0,,0
2021-10-24,TK,Tokelau,Oceania,WPRO,,0,,0
2021-10-31,TK,Tokelau,Oceania,WPRO,,0,,0
2021-11-07,TK,Tokelau,Oceania,WPRO,,0,,0
2021-11-14,TK,Tokelau,Oceania,WPRO,,0,,0
2021-11-21,TK,Tokelau,Oceania,WPRO,,0,,0
2021-11-28,TK,Tokelau,Oceania,WPRO,,0,,0
2021-12-05,TK,Tokelau,Oceania,WPRO,,0,,0
2021-12-12,TK,Tokelau,Oceania,WPRO,,0,,0
2021-12-19,TK,Tokelau,Oceania,WPRO,,0,,0
2021-12-26,TK,Tokelau,Oceania,WPRO,,0,,0
2022-01-02,TK,Tokelau,Oceania,WPRO,,0,,0
2022-01-09,TK,Tokelau,Oceania,WPRO,,0,,0
2022-01-16,TK,Tokelau,Oceania,WPRO,,0,,0
2022-01-23,TK,Tokelau,Oceania,WPRO,,0,,0
2022-01-30,TK,Tokelau,Oceania,WPRO,,0,,0
2022-02-06,TK,Tokelau,Oceania,WPRO,,0,,0
2022-02-13,TK,Tokelau,Oceania,WPRO,,0,,0
2022-02-20,TK,Tokelau,Oceania,WPRO,,0,,0
2022-02-27,TK,Tokelau,Oceania,WPRO,,0,,0
2022-03-06,TK,Tokelau,Oceania,WPRO,,0,,0
2022-03-13,TK,Tokelau,Oceania,WPRO,,0,,0
2022-03-20,TK,Tokelau,Oceania,WPRO,,0,,0
2022-03-27,TK,Tokelau,Oceania,WPRO,,0,,0
2022-04-03,TK,Tokelau,Oceania,WPRO,,0,,0
2022-04-10,TK,Tokelau,Oceania,WPRO,,0,,0
2022-04-17,TK,Tokelau,Oceania,WPRO,,0,,0
2022-04-24,TK,Tokelau,Oceania,WPRO,,0,,0
2022-05-01,TK,Tokelau,Oceania,WPRO,,0,,0
2022-05-08,TK,Tokelau,Oceania,WPRO,,0,,0
2022-05-15,TK,Tokelau,Oceania,WPRO,,0,,0
2022-05-22,TK,Tokelau,Oceania,WPRO,,0,,0
2022-05-29,TK,Tokelau,Oceania,WPRO,,0,,0
2022-06-05,TK,Tokelau,Oceania,WPRO,,0,,0
2022-06-12,TK,Tokelau,Oceania,WPRO,,0,,0
2022-06-19,TK,Tokelau,Oceania,WPRO,,0,,0
2022-06-26,TK,Tokelau,Oceania,WPRO,,0,,0
2022-07-03,TK,Tokelau,Oceania,WPRO,,0,,0
2022-07-10,TK,Tokelau,Oceania,WPRO,,0,,0
2022-07-17,TK,Tokelau,Oceania,WPRO,,0,,0
2022-07-24,TK,Tokelau,Oceania,WPRO,,0,,0
2022-07-31,TK,Tokelau,Oceania,WPRO,,0,,0
2022-08-07,TK,Tokelau,Oceania,WPRO,,0,,0
2022-08-14,TK,Tokelau,Oceania,WPRO,,0,,0
2022-08-21,TK,Tokelau,Oceania,WPRO,,0,,0
2022-08-28,TK,Tokelau,Oceania,WPRO,,0,,0
2022-09-04,TK,Tokelau,Oceania,WPRO,,0,,0
2022-09-11,TK,Tokelau,Oceania,WPRO,,0,,0
2022-09-18,TK,Tokelau,Oceania,WPRO,,0,,0
2022-09-25,TK,Tokelau,Oceania,WPRO,,0,,0
2022-10-02,TK,Tokelau,Oceania,WPRO,,0,,0
2022-10-09,TK,Tokelau,Oceania,WPRO,,0,,0
2022-10-16,TK,Tokelau,Oceania,WPRO,,0,,0
2022-10-23,TK,Tokelau,Oceania,WPRO,,0,,0
2022-10-30,TK,Tokelau,Oceania,WPRO,,0,,0
2022-11-06,TK,Tokelau,Oceania,WPRO,,0,,0
2022-11-13,TK,Tokelau,Oceania,WPRO,,0,,0
2022-11-20,TK,Tokelau,Oceania,WPRO,,0,,0
2022-11-27,TK,Tokelau,Oceania,WPRO,,0,,0
2022-12-04,TK,Tokelau,Oceania,WPRO,,0,,0
2022-12-11,TK,Tokelau,Oceania,WPRO,,0,,0
2022-12-18,TK,Tokelau,Oceania,WPRO,5.0,5,,0
2022-12-25,TK,Tokelau,Oceania,WPRO,,5,,0
2023-01-01,TK,Tokelau,Oceania,WPRO,,5,,0
2023-01-08,TK,Tokelau,Oceania,WPRO,,5,,0
2023-01-15,TK,Tokelau,Oceania,WPRO,,5,,0
2023-01-22,TK,Tokelau,Oceania,WPRO,,5,,0
2023-01-29,TK,Tokelau,Oceania,WPRO,,5,,0
2023-02-05,TK,Tokelau,Oceania,WPRO,,5,,0
2023-02-12,TK,Tokelau,Oceania,WPRO,,5,,0
2023-02-19,TK,Tokelau,Oceania,WPRO,,5,,0
2023-02-26,TK,Tokelau,Oceania,WPRO,,5,,0
2023-03-05,TK,Tokelau,Oceania,WPRO,,5,,0
2023-03-12,TK,Tokelau,Oceania,WPRO,,5,,0
2023-03-19,TK,Tokelau,Oceania,WPRO,,5,,0
2023-03-26,TK,Tokelau,Oceania,WPRO,,5,,0
2023-04-02,TK,Tokelau,Oceania,WPRO,,5,,0
2023-04-09,TK,Tokelau,Oceania,WPRO,,5,,0
2023-04-16,TK,Tokelau,Oceania,WPRO,,5,,0
2023-04-23,TK,Tokelau,Oceania,WPRO,,5,,0
2023-04-30,TK,Tokelau,Oceania,WPRO,,5,,0
2023-05-07,TK,Tokelau,Oceania,WPRO,,5,,0
2023-05-14,TK,Tokelau,Oceania,WPRO,,5,,0
2023-05-21,TK,Tokelau,Oceania,WPRO,,5,,0
2023-05-28,TK,Tokelau,Oceania,WPRO,,5,,0
2023-06-04,TK,Tokelau,Oceania,WPRO,,5,,0
2023-06-11,TK,Tokelau,Oceania,WPRO,,5,,0
2023-06-18,TK,Tokelau,Oceania,WPRO,,5,,0
2023-06-25,TK,Tokelau,Oceania,WPRO,14.0,19,,0
2023-07-02,TK,Tokelau,Oceania,WPRO,4.0,23,,0
2023-07-09,TK,Tokelau,Oceania,WPRO,18.0,41,,0
2023-07-16,TK,Tokelau,Oceania,WPRO,39.0,80,,0
2023-07-23,TK,Tokelau,Oceania,WPRO,,80,,0
2023-07-30,TK,Tokelau,Oceania,WPRO,,80,,0
2023-08-06,TK,Tokelau,Oceania,WPRO,,80,,0
2023-08-13,TK,Tokelau,Oceania,WPRO,,80,,0
2023-08-20,TK,Tokelau,Oceania,WPRO,,80,,0
2023-08-27,TK,Tokelau,Oceania,WPRO,,80,,0
2023-09-03,TK,Tokelau,Oceania,WPRO,,80,,0
2023-09-10,TK,Tokelau,Oceania,WPRO,,80,,0
2023-09-17,TK,Tokelau,Oceania,WPRO,,80,,0
2023-09-24,TK,Tokelau,Oceania,WPRO,,80,,0
2023-10-01,TK,Tokelau,Oceania,WPRO,,80,,0
2023-10-08,TK,Tokelau,Oceania,WPRO,,80,,0
2023-10-15,TK,Tokelau,Oceania,WPRO,,80,,0
2023-10-22,TK,Tokelau,Oceania,WPRO,,80,,0
2023-10-29,TK,Tokelau,Oceania,WPRO,,80,,0
2023-11-05,TK,Tokelau,Oceania,WPRO,,80,,0
2023-11-12,TK,Tokelau,Oceania,WPRO,,80,,0
2023-11-19,TK,Tokelau,Oceania,WPRO,,80,,0
2023-11-26,TK,Tokelau,Oceania,WPRO,,80,,0
2023-12-03,TK,Tokelau,Oceania,WPRO,,80,,0
2023-12-10,TK,Tokelau,Oceania,WPRO,,80,,0
2023-12-17,TK,Tokelau,Oceania,WPRO,,80,,0
2023-12-24,TK,Tokelau,Oceania,WPRO,,80,,0
2023-12-31,TK,Tokelau,Oceania,WPRO,,80,,0
2024-01-07,TK,Tokelau,Oceania,WPRO,,80,,0
2024-01-14,TK,Tokelau,Oceania,WPRO,,80,,0
2024-01-21,TK,Tokelau,Oceania,WPRO,,80,,0
2024-01-28,TK,Tokelau,Oceania,WPRO,,80,,0
2024-02-04,TK,Tokelau,Oceania,WPRO,,80,,0
2024-02-11,TK,Tokelau,Oceania,WPRO,,80,,0
2024-02-18,TK,Tokelau,Oceania,WPRO,,80,,0
2024-02-25,TK,Tokelau,Oceania,WPRO,,80,,0
2024-03-03,TK,Tokelau,Oceania,WPRO,,80,,0
2024-03-10,TK,Tokelau,Oceania,WPRO,,80,,0
2024-03-17,TK,Tokelau,Oceania,WPRO,,80,,0
2024-03-24,TK,Tokelau,Oceania,WPRO,,80,,0
2024-03-31,TK,Tokelau,Oceania,WPRO,,80,,0
2024-04-07,TK,Tokelau,Oceania,WPRO,,80,,0
2024-04-14,TK,Tokelau,Oceania,WPRO,,80,,0
2024-04-21,TK,Tokelau,Oceania,WPRO,,80,,0
2024-04-28,TK,Tokelau,Oceania,WPRO,,80,,0
2024-05-05,TK,Tokelau,Oceania,WPRO,,80,,0
2024-05-12,TK,Tokelau,Oceania,WPRO,,80,,0
2024-05-19,TK,Tokelau,Oceania,WPRO,,80,,0
2024-05-26,TK,Tokelau,Oceania,WPRO,,80,,0
2024-06-02,TK,Tokelau,Oceania,WPRO,,80,,0
2024-06-09,TK,Tokelau,Oceania,WPRO,,80,,0
2024-06-16,TK,Tokelau,Oceania,WPRO,,80,,0
2024-06-23,TK,Tokelau,Oceania,WPRO,,80,,0
2024-06-30,TK,Tokelau,Oceania,WPRO,,80,,0
2024-07-07,TK,Tokelau,Oceania,WPRO,,80,,0
2024-07-14,TK,Tokelau,Oceania,WPRO,,80,,0
2024-07-21,TK,Tokelau,Oceania,WPRO,,80,,0
2024-07-28,TK,Tokelau,Oceania,WPRO,,80,,0
2024-08-04,TK,Tokelau,Oceania,WPRO,,80,,0
2024-08-11,TK,Tokelau,Oceania,WPRO,,80,,0
2024-08-18,TK,Tokelau,Oceania,WPRO,,80,,0
2024-08-25,TK,Tokelau,Oceania,WPRO,,80,,0
2024-09-01,TK,Tokelau,Oceania,WPRO,,80,,0
2020-01-05,TO,Tonga,Oceania,WPRO,,0,,0
2020-01-12,TO,Tonga,Oceania,WPRO,,0,,0
2020-01-19,TO,Tonga,Oceania,WPRO,,0,,0
2020-01-26,TO,Tonga,Oceania,WPRO,,0,,0
2020-02-02,TO,Tonga,Oceania,WPRO,,0,,0
2020-02-09,TO,Tonga,Oceania,WPRO,,0,,0
2020-02-16,TO,Tonga,Oceania,WPRO,,0,,0
2020-02-23,TO,Tonga,Oceania,WPRO,,0,,0
2020-03-01,TO,Tonga,Oceania,WPRO,,0,,0
2020-03-08,TO,Tonga,Oceania,WPRO,,0,,0
2020-03-15,TO,Tonga,Oceania,WPRO,,0,,0
2020-03-22,TO,Tonga,Oceania,WPRO,,0,,0
2020-03-29,TO,Tonga,Oceania,WPRO,,0,,0
2020-04-05,TO,Tonga,Oceania,WPRO,,0,,0
2020-04-12,TO,Tonga,Oceania,WPRO,,0,,0
2020-04-19,TO,Tonga,Oceania,WPRO,,0,,0
2020-04-26,TO,Tonga,Oceania,WPRO,,0,,0
2020-05-03,TO,Tonga,Oceania,WPRO,,0,,0
2020-05-10,TO,Tonga,Oceania,WPRO,,0,,0
2020-05-17,TO,Tonga,Oceania,WPRO,,0,,0
2020-05-24,TO,Tonga,Oceania,WPRO,,0,,0
2020-05-31,TO,Tonga,Oceania,WPRO,,0,,0
2020-06-07,TO,Tonga,Oceania,WPRO,,0,,0
2020-06-14,TO,Tonga,Oceania,WPRO,,0,,0
2020-06-21,TO,Tonga,Oceania,WPRO,,0,,0
2020-06-28,TO,Tonga,Oceania,WPRO,,0,,0
2020-07-05,TO,Tonga,Oceania,WPRO,,0,,0
2020-07-12,TO,Tonga,Oceania,WPRO,,0,,0
2020-07-19,TO,Tonga,Oceania,WPRO,,0,,0
2020-07-26,TO,Tonga,Oceania,WPRO,,0,,0
2020-08-02,TO,Tonga,Oceania,WPRO,,0,,0
2020-08-09,TO,Tonga,Oceania,WPRO,,0,,0
2020-08-16,TO,Tonga,Oceania,WPRO,,0,,0
2020-08-23,TO,Tonga,Oceania,WPRO,,0,,0
2020-08-30,TO,Tonga,Oceania,WPRO,,0,,0
2020-09-06,TO,Tonga,Oceania,WPRO,,0,,0
2020-09-13,TO,Tonga,Oceania,WPRO,,0,,0
2020-09-20,TO,Tonga,Oceania,WPRO,,0,,0
2020-09-27,TO,Tonga,Oceania,WPRO,,0,,0
2020-10-04,TO,Tonga,Oceania,WPRO,,0,,0
2020-10-11,TO,Tonga,Oceania,WPRO,,0,,0
2020-10-18,TO,Tonga,Oceania,WPRO,,0,,0
2020-10-25,TO,Tonga,Oceania,WPRO,,0,,0
2020-11-01,TO,Tonga,Oceania,WPRO,,0,,0
2020-11-08,TO,Tonga,Oceania,WPRO,,0,,0
2020-11-15,TO,Tonga,Oceania,WPRO,,0,,0
2020-11-22,TO,Tonga,Oceania,WPRO,,0,,0
2020-11-29,TO,Tonga,Oceania,WPRO,,0,,0
2020-12-06,TO,Tonga,Oceania,WPRO,,0,,0
2020-12-13,TO,Tonga,Oceania,WPRO,,0,,0
2020-12-20,TO,Tonga,Oceania,WPRO,,0,,0
2020-12-27,TO,Tonga,Oceania,WPRO,,0,,0
2021-01-03,TO,Tonga,Oceania,WPRO,,0,,0
2021-01-10,TO,Tonga,Oceania,WPRO,,0,,0
2021-01-17,TO,Tonga,Oceania,WPRO,,0,,0
2021-01-24,TO,Tonga,Oceania,WPRO,,0,,0
2021-01-31,TO,Tonga,Oceania,WPRO,,0,,0
2021-02-07,TO,Tonga,Oceania,WPRO,,0,,0
2021-02-14,TO,Tonga,Oceania,WPRO,,0,,0
2021-02-21,TO,Tonga,Oceania,WPRO,,0,,0
2021-02-28,TO,Tonga,Oceania,WPRO,,0,,0
2021-03-07,TO,Tonga,Oceania,WPRO,,0,,0
2021-03-14,TO,Tonga,Oceania,WPRO,,0,,0
2021-03-21,TO,Tonga,Oceania,WPRO,,0,,0
2021-03-28,TO,Tonga,Oceania,WPRO,,0,,0
2021-04-04,TO,Tonga,Oceania,WPRO,,0,,0
2021-04-11,TO,Tonga,Oceania,WPRO,,0,,0
2021-04-18,TO,Tonga,Oceania,WPRO,,0,,0
2021-04-25,TO,Tonga,Oceania,WPRO,,0,,0
2021-05-02,TO,Tonga,Oceania,WPRO,,0,,0
2021-05-09,TO,Tonga,Oceania,WPRO,,0,,0
2021-05-16,TO,Tonga,Oceania,WPRO,,0,,0
2021-05-23,TO,Tonga,Oceania,WPRO,,0,,0
2021-05-30,TO,Tonga,Oceania,WPRO,,0,,0
2021-06-06,TO,Tonga,Oceania,WPRO,,0,,0
2021-06-13,TO,Tonga,Oceania,WPRO,,0,,0
2021-06-20,TO,Tonga,Oceania,WPRO,,0,,0
2021-06-27,TO,Tonga,Oceania,WPRO,,0,,0
2021-07-04,TO,Tonga,Oceania,WPRO,,0,,0
2021-07-11,TO,Tonga,Oceania,WPRO,,0,,0
2021-07-18,TO,Tonga,Oceania,WPRO,,0,,0
2021-07-25,TO,Tonga,Oceania,WPRO,,0,,0
2021-08-01,TO,Tonga,Oceania,WPRO,,0,,0
2021-08-08,TO,Tonga,Oceania,WPRO,,0,,0
2021-08-15,TO,Tonga,Oceania,WPRO,,0,,0
2021-08-22,TO,Tonga,Oceania,WPRO,,0,,0
2021-08-29,TO,Tonga,Oceania,WPRO,,0,,0
2021-09-05,TO,Tonga,Oceania,WPRO,,0,,0
2021-09-12,TO,Tonga,Oceania,WPRO,,0,,0
2021-09-19,TO,Tonga,Oceania,WPRO,,0,,0
2021-09-26,TO,Tonga,Oceania,WPRO,,0,,0
2021-10-03,TO,Tonga,Oceania,WPRO,,0,,0
2021-10-10,TO,Tonga,Oceania,WPRO,,0,,0
2021-10-17,TO,Tonga,Oceania,WPRO,,0,,0
2021-10-24,TO,Tonga,Oceania,WPRO,,0,,0
2021-10-31,TO,Tonga,Oceania,WPRO,1.0,1,,0
2021-11-07,TO,Tonga,Oceania,WPRO,,1,,0
2021-11-14,TO,Tonga,Oceania,WPRO,,1,,0
2021-11-21,TO,Tonga,Oceania,WPRO,,1,,0
2021-11-28,TO,Tonga,Oceania,WPRO,,1,,0
2021-12-05,TO,Tonga,Oceania,WPRO,,1,,0
2021-12-12,TO,Tonga,Oceania,WPRO,,1,,0
2021-12-19,TO,Tonga,Oceania,WPRO,,1,,0
2021-12-26,TO,Tonga,Oceania,WPRO,,1,,0
2022-01-02,TO,Tonga,Oceania,WPRO,,1,,0
2022-01-09,TO,Tonga,Oceania,WPRO,,1,,0
2022-01-16,TO,Tonga,Oceania,WPRO,,1,,0
2022-01-23,TO,Tonga,Oceania,WPRO,,1,,0
2022-01-30,TO,Tonga,Oceania,WPRO,,1,,0
2022-02-06,TO,Tonga,Oceania,WPRO,20.0,21,,0
2022-02-13,TO,Tonga,Oceania,WPRO,120.0,141,,0
2022-02-20,TO,Tonga,Oceania,WPRO,90.0,231,,0
2022-02-27,TO,Tonga,Oceania,WPRO,124.0,355,,0
2022-03-06,TO,Tonga,Oceania,WPRO,647.0,1002,,0
2022-03-13,TO,Tonga,Oceania,WPRO,861.0,1863,2.0,2
2022-03-20,TO,Tonga,Oceania,WPRO,1555.0,3418,,2
2022-03-27,TO,Tonga,Oceania,WPRO,2173.0,5591,,2
2022-04-03,TO,Tonga,Oceania,WPRO,1536.0,7127,7.0,9
2022-04-10,TO,Tonga,Oceania,WPRO,804.0,7931,,9
2022-04-17,TO,Tonga,Oceania,WPRO,1094.0,9025,2.0,11
2022-04-24,TO,Tonga,Oceania,WPRO,528.0,9553,,11
2022-05-01,TO,Tonga,Oceania,WPRO,643.0,10196,,11
2022-05-08,TO,Tonga,Oceania,WPRO,569.0,10765,,11
2022-05-15,TO,Tonga,Oceania,WPRO,352.0,11117,,11
2022-05-22,TO,Tonga,Oceania,WPRO,371.0,11488,,11
2022-05-29,TO,Tonga,Oceania,WPRO,156.0,11644,1.0,12
2022-06-05,TO,Tonga,Oceania,WPRO,125.0,11769,,12
2022-06-12,TO,Tonga,Oceania,WPRO,140.0,11909,,12
2022-06-19,TO,Tonga,Oceania,WPRO,170.0,12079,,12
2022-06-26,TO,Tonga,Oceania,WPRO,222.0,12301,,12
2022-07-03,TO,Tonga,Oceania,WPRO,,12301,,12
2022-07-10,TO,Tonga,Oceania,WPRO,81.0,12382,,12
2022-07-17,TO,Tonga,Oceania,WPRO,57.0,12439,,12
